,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Adresse,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
0,05/01/2022,Vente,"300000,00",0,Maison,137.0,6.0,1646.0,11 IMP DE LA ROUAIRIE TIERCE 49125 France,47.616934,-0.474118,11 Impasse de la Rouairie 49125 Tiercé,0.73,housenumber,49347_0149_00011,11,Impasse de la Rouairie,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
1,05/01/2022,Vente,"300000,00",0,Maison,137.0,6.0,500.0,11 IMP DE LA ROUAIRIE TIERCE 49125 France,47.616934,-0.474118,11 Impasse de la Rouairie 49125 Tiercé,0.73,housenumber,49347_0149_00011,11,Impasse de la Rouairie,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
2,07/01/2022,Vente,"316500,00",0,Maison,54.0,3.0,119.0,11 IMP MARCHETEAU ANGERS 49100 France,47.475606,-0.535905,11 Rue Marcheteau 49100 Angers,0.63,housenumber,49007_5201_00011,11,Rue Marcheteau,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
3,10/01/2022,Vente,"162000,00",0,Maison,77.0,4.0,807.0,2 RUE DU BOIS AU JUGE FENEU 49460 France,47.574252,-0.595483,2 Rue du Bois au Juge 49460 Feneu,0.79,housenumber,49135_0006_00002,2,Rue du Bois au Juge,,49460,Feneu,"49, Maine-et-Loire, Pays de la Loire",49135,,,,ok
4,10/01/2022,Vente,"398000,00",0,Maison,138.0,7.0,505.0,9 MAIL CLAUDE DEBUSSY TIERCE 49125 France,47.617099,-0.464666,9 Mail Claude Debussy 49125 Tiercé,0.79,housenumber,49347_0058_00009,9,Mail Claude Debussy,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
5,10/01/2022,Vente,"650000,00",0,Maison,151.0,5.0,377.0,110 RUE DU QUINCONCE ANGERS 49100 France,47.466873,-0.537922,110 Rue du Quinconce 49100 Angers,0.82,housenumber,49007_6590_00110,110,Rue du Quinconce,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
6,10/01/2022,Vente,"85000,00",0,Maison,43.0,2.0,617.0,5493   LES BAILLIS LOIRE-AUTHION 49800 France,47.424472,-0.454062,Les Baillis (La Daguenière) 49800 Loire-Authion,0.55,locality,49307_i3t41k,,Les Baillis (La Daguenière),,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49117,La Daguenière,,ok
7,07/01/2022,Vente,"625000,00",0,Local industriel. commercial ou assimilé,1250.0,0.0,3392.0,2 RTE DES HAUTES CHAPELLES LOIRE-AUTHION 49800 France,47.478928,-0.39042,2 Route des Hautes Chapelles 49800 Loire-Authion,0.78,housenumber,49004_0022_00002,2,Route des Hautes Chapelles,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49004,Andard,,ok
8,07/01/2022,Vente,"625000,00",0,Local industriel. commercial ou assimilé,1420.0,0.0,3466.0,2 RTE DES HAUTES CHAPELLES LOIRE-AUTHION 49800 France,47.478928,-0.39042,2 Route des Hautes Chapelles 49800 Loire-Authion,0.78,housenumber,49004_0022_00002,2,Route des Hautes Chapelles,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49004,Andard,,ok
9,06/01/2022,Vente,"310000,00",0,Maison,96.0,5.0,400.0,29 RUE LOUIS MONTERNAULT TRELAZE 49800 France,47.443564,-0.492665,29 Rue Louis Monternault 49800 Trélazé,0.82,housenumber,49353_0645_00029,29,Rue Louis Monternault,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
10,06/01/2022,Vente,"310000,00",0,Maison,96.0,5.0,630.0,29 RUE LOUIS MONTERNAULT TRELAZE 49800 France,47.443564,-0.492665,29 Rue Louis Monternault 49800 Trélazé,0.82,housenumber,49353_0645_00029,29,Rue Louis Monternault,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
11,12/01/2022,Vente,"222000,00",0,Maison,90.0,4.0,910.0,6   HAMEAU DE PLANTEROSE CHEFFES 49125 France,47.639545,-0.523513,6 Hameau de Planterose 49125 Cheffes,0.8,housenumber,49090_b690_00006,6,Hameau de Planterose,,49125,Cheffes,"49, Maine-et-Loire, Pays de la Loire",49090,,,,ok
12,10/01/2022,Vente,"78875,00",0,Maison,59.0,3.0,493.0,8 RUE DE MALMOUCHE SAINT-BARTHELEMY-D ANJOU 49124 France,47.469868,-0.518349,8 Rue de Malmouche 49124 Saint-Barthélemy-d'Anjou,0.85,housenumber,49267_0279_00008,8,Rue de Malmouche,,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
13,05/01/2022,Vente,"102000,00",0,Maison,120.0,7.0,310.0,28 RUE NATIONALE VERRIERES-EN-ANJOU 49112 France,47.521774,-0.440834,28 Rue Nationale 49480 Verrières-en-Anjou,0.71,housenumber,49238_0060_00028,28,Rue Nationale,,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49238,Pellouailles-les-Vignes,,ok
14,12/01/2022,Vente,"658000,00",0,Maison,130.0,4.0,265.0,4 RUE DU PORT DES NOUES LES PONTS DE CE 49130 France,47.42308,-0.526086,4 Port des Noues 49130 Les Ponts-de-Cé,0.71,housenumber,49246_0725_00004,4,Port des Noues,,49130,Les Ponts-de-Cé,"49, Maine-et-Loire, Pays de la Loire",49246,,,,ok
15,14/01/2022,Vente,"286000,00",0,Maison,115.0,7.0,379.0,24 RUE DE LA GABELLE SAINT-BARTHELEMY-D ANJOU 49124 France,47.468899,-0.502012,24 Rue de la Gabelle 49124 Saint-Barthélemy-d'Anjou,0.85,housenumber,49267_0170_00024,24,Rue de la Gabelle,,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
16,14/01/2022,Vente,"260000,00",0,Maison,89.0,4.0,463.0,1 RUE SAINTE ANNE TIERCE 49125 France,47.613144,-0.465389,1 Rue Sainte Anne 49125 Tiercé,0.78,housenumber,49347_0152_00001,1,Rue Sainte Anne,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
17,13/01/2022,Vente,"243000,00",0,Maison,92.0,4.0,866.0,546 CHE DU CARREFOUR TIERCE 49125 France,47.60568,-0.458534,546 Chemin du Carrefour 49125 Tiercé,0.7,housenumber,49347_0204_00546,546,Chemin du Carrefour,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
18,14/01/2022,Vente,"100000,00",0,Local industriel. commercial ou assimilé,175.0,0.0,1550.0,5 CHE DE LA ZA DE LA SIGONNIERE RIVES-DU-LOIR-EN-ANJOU 49140 France,47.572194,-0.432437,5 Chemin de la ZA de la Sigonnière 49140 Rives-du-Loir-en-Anjou,0.8,housenumber,49377_0359_00005,5,Chemin de la ZA de la Sigonnière,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49337,Soucelles,,ok
19,14/01/2022,Vente,"320000,00",0,Maison,111.0,5.0,523.0,11 RUE EDITH PIAF TRELAZE 49800 France,47.450971,-0.465147,11 Rue Édith Piaf 49800 Trélazé,0.79,housenumber,49353_0358_00011,11,Rue Édith Piaf,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
20,17/01/2022,Vente,"431000,00",0,Maison,185.0,5.0,642.0,1 RUE DE LA CHOUETTE CHEVECHE LOIRE-AUTHION 49800 France,47.461311,-0.386474,1 Rue Chouette Chevêche 49800 Loire-Authion,0.75,housenumber,49004_0096_00001,1,Rue Chouette Chevêche,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49004,Andard,,ok
21,11/01/2022,Vente,"155000,00",0,Local industriel. commercial ou assimilé,98.0,0.0,212.0,187 RUE FERDINAND VEST TRELAZE 49800 France,47.442141,-0.482682,187 Rue Ferdinand Vest 49800 Trélazé,0.82,housenumber,49353_0380_00187,187,Rue Ferdinand Vest,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
22,14/01/2022,Vente,"220000,00",0,Maison,87.0,4.0,410.0,26 LOT VILLAGE DES PLAINES TRELAZE 49800 France,47.449004,-0.506675,26 Village des Plaines 49800 Trélazé,0.75,housenumber,49353_2ibyxi_00026,26,Village des Plaines,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
23,07/01/2022,Vente,"407800,00",0,Maison,122.0,6.0,400.0,4 CHE DU CLOS DES MURAILLES SAINT-MELAINE-SUR-AUBANCE 49610 France,47.397812,-0.510595,4 Chemin du clos des murailles 49610 Saint-Melaine-sur-Aubance,0.79,housenumber,49308_0015_00004,4,Chemin du clos des murailles,,49610,Saint-Melaine-sur-Aubance,"49, Maine-et-Loire, Pays de la Loire",49308,,,,ok
24,07/01/2022,Vente,"186500,00",0,Maison,71.0,2.0,506.0,126 LEVE JEANNE DE LAVAL ST MATHUR LOIRE-AUTHION 49250 France,47.408023,-0.301674,,0.74,,,,,,,,,,,,,ok
25,14/01/2022,Vente,"460000,00",0,Maison,96.0,7.0,128.0,13 RUE HENRI GREVILLE ANGERS 49100 France,47.466616,-0.540678,13 Rue Henry Gréville 49100 Angers,0.73,housenumber,49007_3950_00013,13,Rue Henry Gréville,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
26,10/01/2022,Vente,"368000,00",0,Maison,145.0,6.0,370.0,15 RUE DE MALMOUCHE SAINT-BARTHELEMY-D ANJOU 49124 France,47.469543,-0.518578,15 Rue de Malmouche 49124 Saint-Barthélemy-d'Anjou,0.85,housenumber,49267_0279_00015,15,Rue de Malmouche,,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
27,10/01/2022,Vente,"245000,00",0,Maison,113.0,8.0,603.0,1 RUE DES CERISIERS PLESSIS-GRAMMOIRE (LE) 49124 France,47.498493,-0.434155,1 Rue des Cerisiers 49124 Le Plessis-Grammoire,0.83,housenumber,49241_0018_00001,1,Rue des Cerisiers,,49124,Le Plessis-Grammoire,"49, Maine-et-Loire, Pays de la Loire",49241,,,,ok
28,19/01/2022,Vente,"600000,00",0,Local industriel. commercial ou assimilé,397.0,0.0,111.0,11 PL MOLIERE ANGERS 49100 France,47.473916,-0.554581,11 Place Molière 49100 Angers,0.71,housenumber,49007_5540_00011,11,Place Molière,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
29,19/01/2022,Vente,"600000,00",0,Local industriel. commercial ou assimilé,231.0,0.0,111.0,11 PL MOLIERE ANGERS 49100 France,47.473916,-0.554581,11 Place Molière 49100 Angers,0.71,housenumber,49007_5540_00011,11,Place Molière,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
30,17/01/2022,Vente,"295000,00",0,Maison,107.0,5.0,601.0,52 RUE DU PRE D ASNIERE LOIRE-AUTHION 49800 France,47.442236,-0.417773,52 Rue du Pré d'Asnière 49800 Loire-Authion,0.83,housenumber,49042_0128_00052,52,Rue du Pré d'Asnière,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49042,Brain-sur-l'Authion,,ok
31,11/01/2022,Vente,"205000,00",0,Maison,58.0,4.0,417.0,16 RUE JEAN MOULIN SAINT-BARTHELEMY-D ANJOU 49124 France,47.465374,-0.502041,16 Rue Jean Moulin 49124 Saint-Barthélemy-d'Anjou,0.85,housenumber,49267_0261_00016,16,Rue Jean Moulin,,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
32,21/01/2022,Vente,"232227,00",0,Maison,44.0,3.0,392.0,22 RUE ROGER SALENGRO ANGERS 49000 France,47.454199,-0.562397,22 Rue Roger Salengro 49000 Angers,0.82,housenumber,49007_6960_00022,22,Rue Roger Salengro,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
33,11/01/2022,Vente,"245000,00",0,Maison,93.0,5.0,486.0,62 RUE DU 11 NOVEMBRE LES PONTS DE CE 49130 France,47.43975,-0.527266,62 Rue du Onze Novembre 49130 Les Ponts-de-Cé,0.75,housenumber,49246_0675_00062,62,Rue du Onze Novembre,,49130,Les Ponts-de-Cé,"49, Maine-et-Loire, Pays de la Loire",49246,,,,ok
34,20/01/2022,Vente,"214000,00",0,Maison,73.0,3.0,518.0,9 RUE DE SAVAR LOIRE-AUTHION 49250 France,47.411767,-0.320337,9 Rue de Savar 49250 Loire-Authion,0.8,housenumber,49307_0132_00009,9,Rue de Savar,,49250,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49307,Saint-Mathurin-sur-Loire,,ok
35,06/01/2022,Vente,"180000,00",0,Maison,90.0,5.0,486.0,3 SQ DE L'AIGUILLON LES GARENNES SUR LOIRE 49320 France,47.397344,-0.449953,3 Square de l'Aiguillon 49610 Les Garennes sur Loire,0.7,housenumber,49290_0024_00003,3,Square de l'Aiguillon,,49610,Les Garennes sur Loire,"49, Maine-et-Loire, Pays de la Loire",49167,49290,Saint-Jean-des-Mauvrets,,ok
36,10/01/2022,Vente,"180000,00",0,Maison,89.0,5.0,160.0,28 RUE DU LUTIN ANGERS 49100 France,47.477433,-0.538425,28 Rue du Lutin 49100 Angers,0.79,housenumber,49007_5030_00028,28,Rue du Lutin,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
37,05/01/2022,Vente,"370000,00",0,Maison,85.0,5.0,151.0,9 RUE AUGUSTE FONTENEAU ANGERS 49000 France,47.458992,-0.542247,9 Rue Auguste Fonteneau 49000 Angers,0.82,housenumber,49007_0440_00009,9,Rue Auguste Fonteneau,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
38,20/01/2022,Vente,"460000,00",0,Maison,210.0,5.0,2211.0,1672 RTE DES CINQ ROUTES TIERCE 49125 France,47.629568,-0.442533,1672 Route des Cinq Routes 49125 Tiercé,0.74,housenumber,49347_0265_01672,1672,Route des Cinq Routes,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
39,13/01/2022,Vente,"385000,00",0,Maison,105.0,5.0,845.0,5 SQ DES CERISIERS PLESSIS-GRAMMOIRE (LE) 49124 France,47.498603,-0.432923,5 Square des Cerisiers 49124 Le Plessis-Grammoire,0.77,housenumber,49241_0019_00005,5,Square des Cerisiers,,49124,Le Plessis-Grammoire,"49, Maine-et-Loire, Pays de la Loire",49241,,,,ok
40,19/01/2022,Vente,"210000,00",0,Maison,95.0,5.0,217.0,7 RUE VICTOR HUGO VERRIERES-EN-ANJOU 49480 France,47.520667,-0.471314,7 Rue Victor Hugo 49480 Verrières-en-Anjou,0.83,housenumber,49323_0190_00007,7,Rue Victor Hugo,,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49323,Saint-Sylvain-d'Anjou,,ok
41,19/01/2022,Vente,"160000,00",0,Maison,130.0,5.0,571.0,8 RUE DU BEC DU LOIR ECOUFLANT 49000 France,47.532499,-0.531364,8 Rue du Bec du Loir 49000 Écouflant,0.81,housenumber,49129_0017_00008,8,Rue du Bec du Loir,,49000,Écouflant,"49, Maine-et-Loire, Pays de la Loire",49129,,,,ok
42,18/01/2022,Vente,"325000,00",0,Maison,96.0,5.0,386.0,28 RUE DU PETIT CHAUMINEAU ANGERS 49100 France,47.485664,-0.517768,28 Rue du petit Chaumineau 49100 Angers,0.83,housenumber,49007_6060_00028,28,Rue du petit Chaumineau,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
43,14/01/2022,Vente,"273000,00",0,Maison,110.0,5.0,421.0,19 RUE LOUIS ARMSTRONG TRELAZE 49800 France,47.455411,-0.508543,19 Rue Louis Armstrong 49800 Trélazé,0.81,housenumber,49353_0638_00019,19,Rue Louis Armstrong,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
44,19/01/2022,Vente,"240000,00",0,Maison,110.0,5.0,623.0,5 RUE DES ACACIAS BRIOLLAY 49125 France,47.563103,-0.506243,5 Rue des Acacias 49125 Briollay,0.79,housenumber,49048_0010_00005,5,Rue des Acacias,,49125,Briollay,"49, Maine-et-Loire, Pays de la Loire",49048,,,,ok
45,14/01/2022,Vente,"590000,00",1,Local industriel. commercial ou assimilé,588.0,0.0,388.0,28 RUE DES ORMEAUX ANGERS 49100 France,47.480325,-0.520012,28 Rue des Ormeaux 49100 Angers,0.8,housenumber,49007_5840_00028,28,Rue des Ormeaux,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
46,19/01/2022,Vente,"150000,00",0,Maison,63.0,3.0,488.0,27 RTE DE CHEFFES TIERCE 49125 France,47.614725,-0.473898,27 Route de Cheffes 49125 Tiercé,0.7,housenumber,49347_0258_00027,27,Route de Cheffes,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
47,20/01/2022,Vente,"211000,00",0,Maison,92.0,6.0,367.0,20 RUE MAURICE RAVEL TIERCE 49125 France,47.618575,-0.459537,20 Rue Maurice Ravel 49125 Tiercé,0.8,housenumber,49347_0124_00020,20,Rue Maurice Ravel,,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
48,12/01/2022,Vente,"400000,00",0,Maison,165.0,7.0,2000.0,38 RUE DE CHEMAN BLAISON-SAINT-SULPICE 49320 France,47.388807,-0.387676,38 Rue de Cheman 49320 Blaison-Saint-Sulpice,0.82,housenumber,49029_0057_00038,38,Rue de Cheman,,49320,Blaison-Saint-Sulpice,"49, Maine-et-Loire, Pays de la Loire",49029,49029,Blaison-Gohier,,ok
49,12/01/2022,Vente,"400000,00",0,Maison,165.0,7.0,537.0,38 RUE DE CHEMAN BLAISON-SAINT-SULPICE 49320 France,47.388807,-0.387676,38 Rue de Cheman 49320 Blaison-Saint-Sulpice,0.82,housenumber,49029_0057_00038,38,Rue de Cheman,,49320,Blaison-Saint-Sulpice,"49, Maine-et-Loire, Pays de la Loire",49029,49029,Blaison-Gohier,,ok
50,14/01/2022,Vente,"470000,00",0,Maison,137.0,5.0,459.0,32 RUE DES VIEILLES CARRIERES ANGERS 49000 France,47.462436,-0.526234,32 Rue des vieilles Carrières 49000 Angers,0.84,housenumber,49007_7960_00032,32,Rue des vieilles Carrières,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
51,20/01/2022,Vente,"612268,00",0,Maison,155.0,4.0,116.0,20 RUE AUGUSTE FONTENEAU ANGERS 49000 France,47.458801,-0.542603,20 Rue Auguste Fonteneau 49000 Angers,0.82,housenumber,49007_0440_00020,20,Rue Auguste Fonteneau,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
52,11/01/2022,Vente,"285000,00",0,Maison,93.0,4.0,815.0,22 RUE DES BUISSONS BELLES LOIRE-AUTHION 49800 France,47.450764,-0.419927,22 Rue des Buissons Belles 49800 Loire-Authion,0.84,housenumber,49042_0024_00022,22,Rue des Buissons Belles,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49042,Brain-sur-l'Authion,,ok
53,11/01/2022,Vente,"285000,00",0,Maison,93.0,4.0,600.0,22 RUE DES BUISSONS BELLES LOIRE-AUTHION 49800 France,47.450764,-0.419927,22 Rue des Buissons Belles 49800 Loire-Authion,0.84,housenumber,49042_0024_00022,22,Rue des Buissons Belles,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49042,Brain-sur-l'Authion,,ok
54,03/01/2022,Vente,"590000,00",0,Maison,190.0,5.0,290.0,26 RUE WALDECK ROUSSEAU LES PONTS DE CE 49130 France,47.445622,-0.510085,26 Rue Waldeck Rousseau 49130 Les Ponts-de-Cé,0.84,housenumber,49246_0960_00026,26,Rue Waldeck Rousseau,,49130,Les Ponts-de-Cé,"49, Maine-et-Loire, Pays de la Loire",49246,,,,ok
55,26/01/2022,Vente,"210000,00",0,Maison,101.0,4.0,758.0,12 SQ DU GRAND PRESSOIR BRIOLLAY 49125 France,47.576202,-0.487969,12 Square du Grand Pressoir 49125 Briollay,0.71,housenumber,49048_0044_00012,12,Square du Grand Pressoir,,49125,Briollay,"49, Maine-et-Loire, Pays de la Loire",49048,,,,ok
56,25/01/2022,Vente,"225000,00",0,Maison,84.0,4.0,294.0,24 RUE YOLANDE GRIGNON SAINT-BARTHELEMY-D ANJOU 49124 France,47.465547,-0.512813,24 Rue Yolande Grignon 49124 Saint-Barthélemy-d'Anjou,0.85,housenumber,49267_0458_00024,24,Rue Yolande Grignon,,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
57,13/01/2022,Vente,"317000,00",0,Maison,105.0,5.0,421.0,7 RUE DES DAHLIAS ANGERS 49100 France,47.48015,-0.524209,7 Rue des Dahlias 49100 Angers,0.79,housenumber,49007_2235_00007,7,Rue des Dahlias,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
58,10/01/2022,Vente,"200500,00",0,Maison,60.0,3.0,584.0,7 RUE DU SOLEIL LEVANT RIVES-DU-LOIR-EN-ANJOU 49140 France,47.521762,-0.433816,7 Rue du Soleil Levant 49140 Rives-du-Loir-en-Anjou,0.85,housenumber,49377_0146_00007,7,Rue du Soleil Levant,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49377,Villevêque,,ok
59,10/01/2022,Vente,"200500,00",0,Maison,60.0,3.0,691.0,7 RUE DU SOLEIL LEVANT RIVES-DU-LOIR-EN-ANJOU 49140 France,47.521762,-0.433816,7 Rue du Soleil Levant 49140 Rives-du-Loir-en-Anjou,0.85,housenumber,49377_0146_00007,7,Rue du Soleil Levant,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49377,Villevêque,,ok
60,26/01/2022,Vente,"76000,00",0,Maison,61.0,3.0,75.0,4 RUE DES COUASMES CHEFFES 49125 France,47.621179,-0.508127,4 Rue des Couasmes 49125 Cheffes,0.78,housenumber,49090_0030_00004,4,Rue des Couasmes,,49125,Cheffes,"49, Maine-et-Loire, Pays de la Loire",49090,,,,ok
61,07/01/2022,Vente,"277500,00",0,Maison,109.0,5.0,974.0,46 RUE ARMAND BROUSSE SAINT-MELAINE-SUR-AUBANCE 49610 France,47.369403,-0.491807,46 Rue armand brousse 49610 Saint-Melaine-sur-Aubance,0.85,housenumber,49308_0002_00046,46,Rue armand brousse,,49610,Saint-Melaine-sur-Aubance,"49, Maine-et-Loire, Pays de la Loire",49308,,,,ok
62,17/01/2022,Vente,"346000,00",0,Maison,112.0,4.0,834.0,41 RUE DU BAS CHEMIN LOIRE-AUTHION 49800 France,47.424918,-0.391878,41 Rue du Bas Chemin 49800 Loire-Authion,0.83,housenumber,49032_0003_00041,41,Rue du Bas Chemin,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49032,La Bohalle,,ok
63,24/01/2022,Vente,"325000,00",0,Maison,100.0,6.0,1242.0,54 CHE DES BOUVETTERIES RIVES-DU-LOIR-EN-ANJOU 49140 France,47.53919,-0.473948,54 Chemin des Bouvetteries 49140 Rives-du-Loir-en-Anjou,0.78,housenumber,49377_0360_00054,54,Chemin des Bouvetteries,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49377,Villevêque,,ok
64,24/01/2022,Vente,"325000,00",0,Maison,100.0,6.0,1006.0,54 CHE DES BOUVETTERIES RIVES-DU-LOIR-EN-ANJOU 49140 France,47.53919,-0.473948,54 Chemin des Bouvetteries 49140 Rives-du-Loir-en-Anjou,0.78,housenumber,49377_0360_00054,54,Chemin des Bouvetteries,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49377,Villevêque,,ok
65,27/01/2022,Vente,"353500,00",0,Maison,90.0,4.0,354.0,19 RUE RONSARD ANGERS 49100 France,47.473782,-0.533727,19 Rue Ronsard 49100 Angers,0.78,housenumber,49007_7000_00019,19,Rue Ronsard,,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
66,25/01/2022,Vente,"180000,00",0,Maison,74.0,5.0,1177.0,131 CHE DE LA CHAPELLE DU CHENE RIVES-DU-LOIR-EN-ANJOU 49140 France,47.588911,-0.45713,131 Chemin de la Chapelle du Chêne 49140 Rives-du-Loir-en-Anjou,0.8,housenumber,49377_0356_00131,131,Chemin de la Chapelle du Chêne,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49337,Soucelles,,ok
67,25/01/2022,Vente,"180000,00",0,Maison,74.0,5.0,603.0,131 CHE DE LA CHAPELLE DU CHENE RIVES-DU-LOIR-EN-ANJOU 49140 France,47.588911,-0.45713,131 Chemin de la Chapelle du Chêne 49140 Rives-du-Loir-en-Anjou,0.8,housenumber,49377_0356_00131,131,Chemin de la Chapelle du Chêne,,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49337,Soucelles,,ok
68,06/01/2022,Vente,"445000,00",0,Maison,171.0,6.0,993.0,2 CHE DES FRECHES LES GARENNES SUR LOIRE 49610 France,47.402337,-0.481743,2 Chemin des Freches 49610 Les Garennes sur Loire,0.76,housenumber,49167_0032_00002,2,Chemin des Freches,,49610,Les Garennes sur Loire,"49, Maine-et-Loire, Pays de la Loire",49167,49167,Juigné-sur-Loire,,ok
69,31/01/2022,Vente,"217000,00",0,Maison,69.0,3.0,210.0,15 SQ DU COMMANDANT COUSTEAU ANGERS 49000 France,47.449203,-0.567918,15 Square du Commandant Cousteau 49000 Angers,0.74,housenumber,49007_1962_00015,15,Square du Commandant Cousteau,,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
70,20/01/2022,Vente,"475500,00",0,Maison,167.0,5.0,500.0,75 RUE PIERRE PILARD TRELAZE 49800 France,47.44967,-0.493234,75 Rue Pierre Pilard 49800 Trélazé,0.81,housenumber,49353_0820_00075,75,Rue Pierre Pilard,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
71,27/01/2022,Vente,"520000,00",0,Maison,166.0,5.0,702.0,20 RUE DE LA FRAGONELLE STE GEMMES SUR LOIRE 49130 France,47.42583,-0.559607,20 Rue de la Fragonelle 49130 Sainte-Gemmes-sur-Loire,0.77,housenumber,49278_0064_00020,20,Rue de la Fragonelle,,49130,Sainte-Gemmes-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49278,,,,ok
72,28/01/2022,Vente,"220189,00",0,Maison,65.0,3.0,86.0,32 RUE PIERRE PILARD TRELAZE 49800 France,47.447454,-0.492759,32 Rue Pierre Pilard 49800 Trélazé,0.81,housenumber,49353_0820_00032,32,Rue Pierre Pilard,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
73,05/01/2022,Vente,"215000,00",0,Maison,100.0,3.0,621.0,5191 RLE DES POTS VERRIERES-EN-ANJOU 49480 France,47.520945,-0.472167,Ruelle des Pots 49480 Verrières-en-Anjou,0.65,street,49323_0148,,Ruelle des Pots,,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49323,Saint-Sylvain-d'Anjou,,ok
