,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Adresse,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
1688,14/01/2022,Vente,"260000,00",0,Maison,98.0,5.0,637.0,74   LOT LA METAIRIE (ST SAUVEU OREE D ANJOU 49270 France,47.287638,-1.255055,La Métairie (St Sauveur-de-Landemont) 49270 Orée d'Anjou,0.62,street,49069_udzpvu,,La Métairie (St Sauveur-de-Landemont),,49270,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49320,Saint-Sauveur-de-Landemont,,ok
1689,14/01/2022,Vente,"220000,00",0,Maison,87.0,5.0,791.0,5 RUE DE LA VICAIRERIE (LANDEMON OREE D ANJOU 49270 France,47.267498,-1.242734,5 Rue de la Vicairerie (Landemont) 49270 Orée d'Anjou,0.81,housenumber,49069_0329_00005,5,Rue de la Vicairerie (Landemont),,49270,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49172,Landemont,,ok
1690,17/01/2022,Vente,"195000,00",0,Maison,108.0,5.0,488.0,8 RUE DE SICILE CHOLET 49300 France,47.038226,-0.865113,8 Rue de Sicile 49300 Cholet,0.78,housenumber,49099_4306_00008,8,Rue de Sicile,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1691,11/01/2022,Vente,"155000,00",0,Maison,81.0,5.0,482.0,7 RUE DU GEN CASTELNAU CHOLET 49300 France,47.065666,-0.89197,7 Rue du Général Castelnau 49300 Cholet,0.75,housenumber,49099_1883_00007,7,Rue du Général Castelnau,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1692,18/01/2022,Vente,"165000,00",0,Maison,100.0,4.0,640.0,201   BONVIN (BEAUPREAU) BEAUPREAU-EN-MAUGES 49600 France,47.197498,-1.010017,201 Bonvin (Beaupréau) 49600 Beaupréau-en-Mauges,0.83,housenumber,49023_b076_00201,201,Bonvin (Beaupréau),,49600,Beaupréau-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49023,49023,Beaupréau,,ok
1693,13/01/2022,Vente,"115000,00",0,Maison,73.0,3.0,263.0,5764   LES HAIES DE BERGE (DRAIN) OREE D ANJOU 49530 France,47.332065,-1.203344,La Haie de Berge (Drain) 49530 Orée d'Anjou,0.64,street,49069_B676,,La Haie de Berge (Drain),,49530,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49126,Drain,,ok
1694,14/01/2022,Vente,"185000,00",0,Maison,100.0,4.0,628.0,5 RUE DES CHATAIGNIERS CHOLET 49300 France,47.04396,-0.893819,5 Rue des Chataigniers 49300 Cholet,0.81,housenumber,49099_1158_00005,5,Rue des Chataigniers,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1695,27/01/2022,Vente,"230000,00",0,Maison,102.0,5.0,461.0,70 RUE DES MAUGES BEGROLLES-EN-MAUGES 49122 France,47.14014,-0.940479,70 Rue des Mauges 49122 Bégrolles-en-Mauges,0.83,housenumber,49027_0180_00070,70,Rue des Mauges,,49122,Bégrolles-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49027,,,,ok
1696,17/01/2022,Vente,"172500,00",0,Maison,94.0,5.0,624.0,1 RUE DU PRESSOIR NEUF (BOUZILL) OREE D ANJOU 49530 France,47.339867,-1.116195,1 Rue du Pressoir Neuf (Bouzillé) 49530 Orée d'Anjou,0.8,housenumber,49069_0222_00001,1,Rue du Pressoir Neuf (Bouzillé),,49530,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49040,Bouzillé,,ok
1697,20/01/2022,Vente,"160000,00",0,Maison,88.0,5.0,1001.0,404 RUE D ANJOU (LE MARILLAIS) MAUGES-SUR-LOIRE 49410 France,47.357018,-1.075353,404 Rue d'Anjou (Le Marillais) 49410 Mauges-sur-Loire,0.85,housenumber,49244_0512_00404,404,Rue d'Anjou (Le Marillais),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49190,Le Marillais,,ok
1698,13/01/2022,Vente,"272300,00",0,Maison,88.0,4.0,369.0,60 RUE SAINT LOUIS CHOLET 49300 France,47.070889,-0.886937,60 Rue Saint Louis 49300 Cholet,0.8,housenumber,49099_4150_00060,60,Rue Saint Louis,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1699,14/01/2022,Vente,"284100,00",0,Maison,120.0,5.0,252.0,43 RUE DE LA CAILLERE CHOLET 49300 France,47.056658,-0.881384,43 Rue de la Caillère 49300 Cholet,0.81,housenumber,49099_0910_00043,43,Rue de la Caillère,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1700,18/01/2022,Vente,"239900,00",0,Maison,124.0,7.0,770.0,7 RUE DES CHEVALIERS DE MALTE PS CHOLET 49300 France,46.998708,-0.894815,7 Rue des Chevaliers de Malte Ps 49300 Cholet,0.84,housenumber,49099_1234_00007,7,Rue des Chevaliers de Malte Ps,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,79224,Le Puy-Saint-Bonnet,,ok
1701,18/01/2022,Vente,"186700,00",0,Maison,78.0,4.0,462.0,18 RUE DE PONT A MOUSSON CHOLET 49300 France,47.056844,-0.846079,18 Rue de Pont à Mousson 49300 Cholet,0.82,housenumber,49099_3644_00018,18,Rue de Pont à Mousson,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1702,04/01/2022,Vente,"112000,00",0,Maison,64.0,2.0,75.0,6 RUE DES SPORTS LE MAY-SUR-EVRE 49122 France,47.137375,-0.894746,6 Rue des Sports 49122 Le May-sur-Èvre,0.81,housenumber,49193_0560_00006,6,Rue des Sports,,49122,Le May-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49193,,,,ok
1703,04/01/2022,Vente,"112000,00",0,Maison,56.0,3.0,329.0,6 RUE DES SPORTS LE MAY-SUR-EVRE 49122 France,47.137375,-0.894746,6 Rue des Sports 49122 Le May-sur-Èvre,0.81,housenumber,49193_0560_00006,6,Rue des Sports,,49122,Le May-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49193,,,,ok
1704,19/01/2022,Vente,"60000,00",0,Maison,60.0,3.0,337.0,4 ALL CHARLES GOUNOD MAUGES-SUR-LOIRE 49620 France,47.354465,-0.852962,4 Allée Charles Gounod (La Pommeraye) 49410 Mauges-sur-Loire,0.6,housenumber,49244_byjhnx_00004,4,Allée Charles Gounod (La Pommeraye),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49244,La Pommeraye,,ok
1705,05/01/2022,Vente,"252000,00",0,Maison,110.0,5.0,2000.0,5407   LE COTTAGE CHEMILLE-EN-ANJOU 49120 France,47.288354,-0.726502,Le Cottage (La Jumellière) 49120 Chemillé-en-Anjou,0.58,street,49092_n5fpk1,,Le Cottage (La Jumellière),,49120,Chemillé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49092,49169,La Jumellière,,ok
1706,07/01/2022,Vente,"168000,00",0,Maison,135.0,4.0,197.0,22 RUE ROBERT D ARBRISSEL CHEMILLE-EN-ANJOU 49120 France,47.21149,-0.721697,22 Rue Robert d'Arbrissel (Chemillé) 49120 Chemillé-en-Anjou,0.74,housenumber,49092_182mru_00022,22,Rue Robert d'Arbrissel (Chemillé),,49120,Chemillé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49092,49092,Chemillé,,ok
1707,20/01/2022,Vente,"207000,00",0,Maison,97.0,5.0,550.0,13 RUE ARISTOTE CHOLET 49300 France,47.043533,-0.882962,13 Rue Aristote 49300 Cholet,0.78,housenumber,49099_0138_00013,13,Rue Aristote,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1708,14/01/2022,Vente,"149750,00",0,Maison,71.0,3.0,400.0,11 RUE ST LOUIS SEVREMOINE 49450 France,47.122087,-0.994731,11 Rue Louis Pasteur (St Macaire-en-Mauges) 49450 Sèvremoine,0.52,housenumber,49301_0880_00011,11,Rue Louis Pasteur (St Macaire-en-Mauges),,49450,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49301,Saint-Macaire-en-Mauges,,ok
1709,28/01/2022,Vente,"72000,00",0,Maison,130.0,5.0,101.0,78 RUE DE BONCHAMP (CHAPELLE-FLOR MAUGES-SUR-LOIRE 49410 France,47.333093,-1.055745,78 Rue de Bonchamp (La Chapelle-St Florent) 49410 Mauges-sur-Loire,0.74,housenumber,49244_ibzji7_00078,78,Rue de Bonchamp (La Chapelle-St Florent),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49075,La Chapelle-Saint-Florent,,ok
1710,28/01/2022,Vente,"160000,00",0,Maison,105.0,5.0,422.0,10 RUE DES MEUNIERS MAUGES-SUR-LOIRE 49410 France,47.361453,-0.935409,10 Rue des Meuniers (Le Mesnil-en-Vallée) 49410 Mauges-sur-Loire,0.62,housenumber,49244_d2p5lf_00010,10,Rue des Meuniers (Le Mesnil-en-Vallée),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49204,Le Mesnil-en-Vallée,,ok
1711,21/01/2022,Vente,"83160,00",0,Maison,120.0,3.0,1900.0,9001   LES GENETS PSB CHOLET 49300 France,46.998192,-0.889673,Rue des Genêts Psb 49300 Cholet,0.59,street,49099_1896,,Rue des Genêts Psb,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,79224,Le Puy-Saint-Bonnet,,ok
1712,21/01/2022,Vente,"83160,00",0,Maison,120.0,3.0,500.0,9001   LES GENETS PSB CHOLET 49300 France,46.998192,-0.889673,Rue des Genêts Psb 49300 Cholet,0.59,street,49099_1896,,Rue des Genêts Psb,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,79224,Le Puy-Saint-Bonnet,,ok
1713,12/01/2022,Vente,"190000,00",0,Local industriel. commercial ou assimilé,325.0,0.0,342.0,102 RUE DU PARADIS CHOLET 49300 France,47.06422,-0.870863,102 Rue du Paradis 49300 Cholet,0.8,housenumber,49099_3290_00102,102,Rue du Paradis,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1714,20/01/2022,Vente,"190000,00",0,Maison,85.0,4.0,534.0,10 RUE DU CHEM VERT SAINT-LEGER-SOUS-CHOLET 49280 France,47.095591,-0.907457,10 Rue du Chemin Vert 49280 Saint-Léger-sous-Cholet,0.78,housenumber,49299_0010_00010,10,Rue du Chemin Vert,,49280,Saint-Léger-sous-Cholet,"49, Maine-et-Loire, Pays de la Loire",49299,,,,ok
1715,28/01/2022,Vente,"185000,00",0,Maison,109.0,5.0,591.0,48 RUE DAVID D ANGERS MAUGES-SUR-LOIRE 49410 France,47.357816,-1.013988,48 Rue David d'Angers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.66,housenumber,49244_sm7r1u_00048,48,Rue David d'Angers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1716,12/01/2022,Vente,"137700,00",0,Maison,60.0,2.0,93.0,4 RUE DE LA FOULONNERIE MAULEVRIER 49360 France,47.009893,-0.743473,4 Rue de la foulonnerie 49360 Maulévrier,0.81,housenumber,49192_0320_00004,4,Rue de la foulonnerie,,49360,Maulévrier,"49, Maine-et-Loire, Pays de la Loire",49192,,,,ok
1717,31/01/2022,Vente,"165000,00",0,Maison,95.0,6.0,478.0,8 RUE DU PIROUET (MONTJEAN) MAUGES-SUR-LOIRE 49570 France,47.387656,-0.876449,Le Pirouet (Montjean-sur-Loire) 49570 Mauges-sur-Loire,0.63,street,49244_E649,,Le Pirouet (Montjean-sur-Loire),,49570,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49212,Montjean-sur-Loire,,ok
1718,17/01/2022,Vente,"192000,00",0,Maison,53.0,2.0,97.0,5030   LA HAUTE GOURDONNIERE OREE D ANJOU 49270 France,47.32916,-1.275593,La Gourdonnière (Champtoceaux) 49270 Orée d'Anjou,0.59,street,49069_316d6q,,La Gourdonnière (Champtoceaux),,49270,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49069,Champtoceaux,,ok
1719,18/01/2022,Vente,"200000,00",0,Maison,83.0,3.0,644.0,5 SQ DE MURE OREE D ANJOU 49270 France,47.287522,-1.192895,5 Square de Mûre (St Laurent-des-Autels) 49270 Orée d'Anjou,0.46,housenumber,49069_at7p6z_00005,5,Square de Mûre (St Laurent-des-Autels),,49270,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49296,Saint-Laurent-des-Autels,,ok
1720,17/01/2022,Vente,"162000,00",0,Maison,102.0,4.0,195.0,71 RUE DU PRESIDENT WILSON CHOLET 49300 France,47.058754,-0.875647,71 Rue du Président Wilson 49300 Cholet,0.83,housenumber,49099_3710_00071,71,Rue du Président Wilson,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1721,19/01/2022,Vente,"166900,00",0,Maison,50.0,1.0,1141.0,5335   LA REBIONNIERE (LE FUILET) MONTREVAULT SUR EVRE 49270 France,47.265468,-1.134156,La Rebionnière (Le Fuilet) 49270 Montrevault-sur-Èvre,0.78,street,49218_D912,,La Rebionnière (Le Fuilet),,49270,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49145,Le Fuilet,,ok
1722,19/01/2022,Vente,"166900,00",0,Maison,114.0,3.0,705.0,5345   LA REBIONNIERE (LE FUILET) MONTREVAULT SUR EVRE 49270 France,47.265468,-1.134156,La Rebionnière (Le Fuilet) 49270 Montrevault-sur-Èvre,0.78,street,49218_D912,,La Rebionnière (Le Fuilet),,49270,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49145,Le Fuilet,,ok
1723,03/01/2022,Vente,"172500,00",0,Maison,98.0,4.0,702.0,60 RUE DE LA CHAPELLE MONTREVAULT SUR EVRE 49110 France,47.2768,-1.03127,60 Rue de la Chapelle (St Pierre-Montlimart) 49110 Montrevault-sur-Èvre,0.65,housenumber,49218_n8ra5e_00060,60,Rue de la Chapelle (St Pierre-Montlimart),,49110,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49313,Saint-Pierre-Montlimart,,ok
1724,20/01/2022,Vente,"128600,00",0,Maison,72.0,4.0,159.0,59 AV DE LA LIBERATION CHOLET 49300 France,47.052223,-0.883255,59 Avenue de la Libération 49300 Cholet,0.72,housenumber,49099_2640_00059,59,Avenue de la Libération,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1725,26/01/2022,Vente,"126100,00",0,Maison,97.0,4.0,267.0,6 RUE DES FRENES (ST FLO VIEIL ) MAUGES-SUR-LOIRE 49410 France,47.359074,-1.019663,6 Rue des Frênes (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.76,housenumber,49276_0121_00006,6,Rue des Frênes (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1726,26/01/2022,Vente,"126100,00",0,Maison,97.0,4.0,267.0,6 RUE DES FRENES (ST FLO VIEIL ) MAUGES-SUR-LOIRE 49410 France,47.359074,-1.019663,6 Rue des Frênes (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.76,housenumber,49276_0121_00006,6,Rue des Frênes (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1727,21/01/2022,Vente,"177000,00",0,Maison,89.0,5.0,637.0,31 RUE DES MARGUERITES NUAILLE 49340 France,47.096504,-0.792936,31 Rue des Marguerites 49340 Nuaillé,0.8,housenumber,49231_0106_00031,31,Rue des Marguerites,,49340,Nuaillé,"49, Maine-et-Loire, Pays de la Loire",49231,,,,ok
1728,21/01/2022,Vente,"245000,00",0,Maison,96.0,4.0,808.0,5 RUE BARUCH SPINOZA CHOLET 49300 France,47.04094,-0.884367,5 Rue Baruch Spinoza 49300 Cholet,0.81,housenumber,49099_0213_00005,5,Rue Baruch Spinoza,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1729,21/01/2022,Vente,"185000,00",0,Maison,88.0,5.0,292.0,5174   L ABATTI MAZIERES-EN-MAUGES 49280 France,47.050273,-0.812223,Mazières-en-Mauges,0.5,municipality,49195,,Mazières-en-Mauges,,49280,Mazières-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49195,,,,ok
1730,21/01/2022,Vente,"185000,00",0,Maison,88.0,5.0,1708.0,5174   L ABATTI MAZIERES-EN-MAUGES 49280 France,47.050273,-0.812223,Mazières-en-Mauges,0.5,municipality,49195,,Mazières-en-Mauges,,49280,Mazières-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49195,,,,ok
1731,20/01/2022,Vente,"400000,00",0,Maison,165.0,6.0,500.0,93 RUE DE LA VENDEE CHOLET 49300 France,47.05403,-0.889894,93 Rue de la Vendée (Cholet) 49300 Cholet,0.81,housenumber,49099_4630_00093,93,Rue de la Vendée (Cholet),,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1732,20/01/2022,Vente,"400000,00",0,Maison,165.0,6.0,237.0,93 RUE DE LA VENDEE CHOLET 49300 France,47.05403,-0.889894,93 Rue de la Vendée (Cholet) 49300 Cholet,0.81,housenumber,49099_4630_00093,93,Rue de la Vendée (Cholet),,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1733,29/01/2022,Vente,"94000,00",0,Maison,32.0,1.0,107.0,5457   LA PETITE BODINIERE (DRAIN OREE D ANJOU 49530 France,47.337273,-1.221459,La Poitevinière (Drain) 49530 Orée d'Anjou,0.58,street,49069_B952,,La Poitevinière (Drain),,49530,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49126,Drain,,ok
1734,28/01/2022,Vente,"230000,00",0,Maison,92.0,4.0,546.0,22 RUE DE LA SEULLIERE BEAUPREAU-EN-MAUGES 49510 France,47.243723,-0.826694,La Theulière (La Poitevinière) 49510 Beaupréau-en-Mauges,0.51,street,49023_H540,,La Theulière (La Poitevinière),,49510,Beaupréau-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49023,49243,La Poitevinière,,ok
1735,29/01/2022,Vente,"220000,00",0,Maison,108.0,6.0,1343.0,313 CHE DE LA ROUARNIERE BEGROLLES-EN-MAUGES 49122 France,47.155536,-0.921339,313 Chemin de la Rouarnière 49122 Bégrolles-en-Mauges,0.76,housenumber,49027_0249_00313,313,Chemin de la Rouarnière,,49122,Bégrolles-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49027,,,,ok
1736,21/01/2022,Vente,"146000,00",0,Maison,31.0,1.0,108.0,25 RUE JEAN BAPTISTE COLBERT CHOLET 49300 France,47.068198,-0.886273,25 Rue Jean-baptiste Colbert 49300 Cholet,0.84,housenumber,49099_2391_00025,25,Rue Jean-baptiste Colbert,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1737,21/01/2022,Vente,"146000,00",0,Maison,31.0,1.0,115.0,25 RUE JEAN BAPTISTE COLBERT CHOLET 49300 France,47.068198,-0.886273,25 Rue Jean-baptiste Colbert 49300 Cholet,0.84,housenumber,49099_2391_00025,25,Rue Jean-baptiste Colbert,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1738,28/01/2022,Vente,"270000,00",0,Maison,103.0,4.0,604.0,2 ESP DE BRUXELLES LA SEGUINIERE 49280 France,47.06731,-0.951559,2 Esplanade de Bruxelles 49280 La Séguinière,0.74,housenumber,49332_0077_00002,2,Esplanade de Bruxelles,,49280,La Séguinière,"49, Maine-et-Loire, Pays de la Loire",49332,,,,ok
1739,21/01/2022,Vente,"285000,00",0,Maison,139.0,6.0,357.0,4 RUE C DE MONTALEMBERT CHOLET 49300 France,47.059305,-0.865731,4 Rue Charles de Montalembert 49300 Cholet,0.69,housenumber,49099_1110_00004,4,Rue Charles de Montalembert,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1740,29/01/2022,Vente,"190000,00",0,Maison,106.0,6.0,480.0,5 IMP DE LA FONTAINE NUAILLE 49340 France,47.096316,-0.793708,5 Impasse de la Fontaine 49340 Nuaillé,0.72,housenumber,49231_0070_00005,5,Impasse de la Fontaine,,49340,Nuaillé,"49, Maine-et-Loire, Pays de la Loire",49231,,,,ok
1741,21/01/2022,Vente,"110000,00",0,Maison,63.0,3.0,150.0,13 RUE DES COQUELICOTS (PIN-MAUGE BEAUPREAU-EN-MAUGES 49110 France,47.253426,-0.903984,13 Rue des Coquelicots (Le Pin-en-Mauges) 49600 Beaupréau-en-Mauges,0.74,housenumber,49023_dazovd_00013,13,Rue des Coquelicots (Le Pin-en-Mauges),,49600,Beaupréau-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49023,49239,Le Pin-en-Mauges,,ok
1742,28/01/2022,Vente,"230000,00",0,Maison,141.0,5.0,1840.0,5421   LE COUDRAIS YZERNAY 49360 France,47.022788,-0.699325,Rue François de Chabot 49360 Yzernay,0.48,street,49381_0260,,Rue François de Chabot,,49360,Yzernay,"49, Maine-et-Loire, Pays de la Loire",49381,,,,ok
1743,29/01/2022,Vente,"215000,00",0,Appartement,139.0,6.0,573.0,63 RUE DES MAUGES BEGROLLES-EN-MAUGES 49122 France,47.140249,-0.94056,63 Rue des Mauges 49122 Bégrolles-en-Mauges,0.83,housenumber,49027_0180_00063,63,Rue des Mauges,,49122,Bégrolles-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49027,,,,ok
1744,02/02/2022,Vente,"180000,00",0,Maison,86.0,4.0,790.0,4 RUE MONTAIGNE OREE D ANJOU 49270 France,47.332644,-1.256281,4 Rue Montaigne (Champtoceaux) 49270 Orée d'Anjou,0.65,housenumber,49069_qyv2ko_00004,4,Rue Montaigne (Champtoceaux),,49270,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49069,Champtoceaux,,ok
1745,20/01/2022,Vente,"80000,00",0,Maison,79.0,4.0,260.0,16 RUE DE LA BESNARDIERE (ANDREZE BEAUPREAU-EN-MAUGES 49600 France,47.174448,-0.950044,16 Rue de la Besnardière (Andrezé) 49600 Beaupréau-en-Mauges,0.87,housenumber,49023_3045_00016,16,Rue de la Besnardière (Andrezé),,49600,Beaupréau-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49023,49006,Andrezé,,ok
1746,20/01/2022,Vente,"243000,00",0,Maison,92.0,4.0,700.0,44 RUE STOFFLET YZERNAY 49360 France,47.019326,-0.700335,44 Rue Stofflet 49360 Yzernay,0.77,housenumber,49381_0500_00044,44,Rue Stofflet,,49360,Yzernay,"49, Maine-et-Loire, Pays de la Loire",49381,,,,ok
1747,20/01/2022,Vente,"243000,00",0,Maison,92.0,4.0,500.0,44 RUE STOFFLET YZERNAY 49360 France,47.019326,-0.700335,44 Rue Stofflet 49360 Yzernay,0.77,housenumber,49381_0500_00044,44,Rue Stofflet,,49360,Yzernay,"49, Maine-et-Loire, Pays de la Loire",49381,,,,ok
1748,21/01/2022,Vente,"150000,00",0,Maison,95.0,4.0,452.0,43 RUE DE LA LIBERATION NUAILLE 49340 France,47.095728,-0.79314,43 Rue de la Libération 49340 Nuaillé,0.81,housenumber,49231_0100_00043,43,Rue de la Libération,,49340,Nuaillé,"49, Maine-et-Loire, Pays de la Loire",49231,,,,ok
1749,28/01/2022,Vente,"280000,00",0,Maison,108.0,4.0,661.0,7 SQ DU MUGUET LA TESSOUALLE 49280 France,47.003989,-0.842129,7 Square du Muguet 49280 La Tessoualle,0.72,housenumber,49343_0392_00007,7,Square du Muguet,,49280,La Tessoualle,"49, Maine-et-Loire, Pays de la Loire",49343,,,,ok
1750,21/01/2022,Vente,"150000,00",0,Maison,83.0,4.0,188.0,10 RUE DES VIOLETTES CHOLET 49300 France,47.048039,-0.881947,10 Rue des Violettes 49300 Cholet,0.8,housenumber,49099_4750_00010,10,Rue des Violettes,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
1751,26/01/2022,Vente,"117040,00",0,Maison,97.0,4.0,330.0,9 RUE DES LAURIERS MAUGES-SUR-LOIRE 49410 France,47.359493,-1.018863,9 Rue des Lauriers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.64,housenumber,49244_tqkmo0_00009,9,Rue des Lauriers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1752,26/01/2022,Vente,"117040,00",0,Maison,75.0,3.0,330.0,9 RUE DES LAURIERS MAUGES-SUR-LOIRE 49410 France,47.359493,-1.018863,9 Rue des Lauriers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.64,housenumber,49244_tqkmo0_00009,9,Rue des Lauriers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1753,26/01/2022,Vente,"117040,00",0,Maison,76.0,3.0,330.0,9 RUE DES LAURIERS MAUGES-SUR-LOIRE 49410 France,47.359493,-1.018863,9 Rue des Lauriers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.64,housenumber,49244_tqkmo0_00009,9,Rue des Lauriers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1754,26/01/2022,Vente,"117040,00",0,Maison,97.0,4.0,330.0,9 RUE DES LAURIERS MAUGES-SUR-LOIRE 49410 France,47.359493,-1.018863,9 Rue des Lauriers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.64,housenumber,49244_tqkmo0_00009,9,Rue des Lauriers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1755,26/01/2022,Vente,"117040,00",0,Maison,66.0,2.0,330.0,9 RUE DES LAURIERS MAUGES-SUR-LOIRE 49410 France,47.359493,-1.018863,9 Rue des Lauriers (St Florent-le-Vieil) 49410 Mauges-sur-Loire,0.64,housenumber,49244_tqkmo0_00009,9,Rue des Lauriers (St Florent-le-Vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,,ok
1756,24/01/2022,Vente,"189000,00",0,Maison,109.0,4.0,1262.0,901   LA CLE DES CHAMPS MONTREVAULT SUR EVRE 49110 France,47.186964,-1.034174,La Cle des Champs (Le Fief-Sauvin) 49110 Montrevault-sur-Èvre,0.68,street,49218_6bjlph,,La Cle des Champs (Le Fief-Sauvin),,49110,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49137,Le Fief-Sauvin,,ok
1757,24/01/2022,Vente,"189000,00",0,Maison,109.0,4.0,738.0,901   LA CLE DES CHAMPS MONTREVAULT SUR EVRE 49110 France,47.186964,-1.034174,La Cle des Champs (Le Fief-Sauvin) 49110 Montrevault-sur-Èvre,0.68,street,49218_6bjlph,,La Cle des Champs (Le Fief-Sauvin),,49110,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49137,Le Fief-Sauvin,,ok
