,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,latitude,longitude,result_score,moy_vf_10_plus_proches,moy_dist_10_plus_proches,densite_pop,prix_m2
179,01/04/2022,Vente,89000.0,0,1,130.0,4.0,84.0,47.552324,-0.809391,0.71,489500.0,27.974933804235157,41.84,1059.5238095238096
180,26/04/2022,Vente,140000.0,0,1,88.0,5.0,716.0,47.253848,-0.984234,0.59,770000.0,168.0024496037656,59.26,195.53072625698323
181,22/04/2022,Vente,340000.0,0,1,143.0,9.0,824.0,47.439317,-0.525303,0.81,1870000.0,27.602962082899314,52.03,412.621359223301
182,15/04/2022,Vente,265000.0,0,1,103.0,5.0,506.0,47.411933,-0.758341,0.85,1457500.0,49.336742546633424,42.85,523.7154150197629
183,25/04/2022,Vente,35000.0,0,1,58.0,2.0,81.0,47.483256,-0.676957,0.79,192500.0,156.3810095789689,25.12,432.0987654320988
184,19/04/2022,Vente,200000.0,0,1,126.0,5.0,306.0,47.487549,-0.530958,0.72,1100000.0,31.955895580030315,24.31,653.59477124183
185,13/04/2022,Vente,695000.0,0,1,143.0,4.0,2335.0,47.460401,-0.726409,0.73,3822500.0,109.49389721815136,42.85,297.64453961456104
186,13/04/2022,Vente,695000.0,0,1,143.0,4.0,1500.0,47.460401,-0.726409,0.73,3822500.0,109.49389721815136,42.85,463.3333333333333
187,25/04/2022,Vente,210000.0,0,1,103.0,3.0,499.0,47.141714,-0.538934,0.84,1155000.0,21.157024488379506,22.31,420.8416833667335
188,25/04/2022,Vente,210000.0,0,1,103.0,3.0,775.0,47.141714,-0.538934,0.84,1155000.0,21.157024488379506,22.31,270.96774193548384
189,25/04/2022,Vente,185000.0,0,1,101.0,4.0,743.0,47.145744,-0.535879,0.84,1017500.0,7.1580945546306065,22.31,248.99057873485867
190,15/04/2022,Vente,245000.0,0,1,96.0,5.0,302.0,47.508584,-0.583186,0.76,1347500.0,26.422881098958218,45.26,811.2582781456954
191,13/04/2022,Vente,320000.0,0,1,113.0,6.0,931.0,47.513686,-0.594189,0.51,1760000.0,35.220667677252415,45.26,343.7164339419979
192,14/04/2022,Vente,207000.0,0,1,60.0,3.0,62.0,47.490191,-0.566599,0.81,1138500.0,40.7839333548136,24.31,3338.7096774193546
193,21/04/2022,Vente,390000.0,0,1,138.0,7.0,374.0,47.429511,-0.606658,0.82,2145000.0,47.02569223300288,61.12,1042.7807486631016
194,22/04/2022,Vente,320200.0,0,1,89.0,4.0,319.0,47.513421,-0.599885,0.76,1761100.0,46.10357309465373,45.26,1003.7617554858934
195,14/04/2022,Vente,500000.0,0,1,136.0,5.0,204.0,47.46755,-0.541971,0.78,2750000.0,17.390168441483056,24.31,2450.9803921568628
196,12/04/2022,Vente,259000.0,0,1,156.0,5.0,500.0,47.137373,-0.10916,0.81,1424500.0,172.97244689229154,120.09,518.0
197,12/04/2022,Vente,259000.0,0,1,156.0,5.0,500.0,47.137373,-0.10916,0.81,1424500.0,172.97244689229154,120.09,518.0
198,12/04/2022,Vente,259000.0,0,1,156.0,5.0,726.0,47.137373,-0.10916,0.81,1424500.0,172.97244689229154,120.09,356.74931129476585
199,19/04/2022,Vente,113310.0,0,1,91.0,4.0,117.0,47.27111,-1.026228,0.67,623205.0,43.9893123806496,59.26,968.4615384615385
200,15/04/2022,Vente,240500.0,0,1,72.0,4.0,151.0,47.477498,-0.534277,0.68,1322750.0,18.346516806562324,24.31,1592.7152317880796
201,19/04/2022,Vente,576000.0,0,1,120.0,6.0,218.0,47.480877,-0.536796,0.83,3168000.0,19.05274858458066,24.31,2642.201834862385
202,08/04/2022,Vente,610000.0,0,1,100.0,3.0,1390.0,47.509108,-0.585003,0.6,3355000.0,20.596472725016017,45.26,438.84892086330933
203,08/04/2022,Vente,610000.0,0,1,100.0,3.0,640.0,47.509108,-0.585003,0.6,3355000.0,20.596472725016017,45.26,953.125
204,08/04/2022,Vente,610000.0,0,1,100.0,3.0,579.0,47.509108,-0.585003,0.6,3355000.0,20.596472725016017,45.26,1053.5405872193437
205,08/04/2022,Vente,230000.0,0,1,144.0,5.0,620.0,47.436165,-0.103845,0.82,1265000.0,226.17834089957444,204.33,370.96774193548384
206,08/04/2022,Vente,230000.0,0,1,130.0,5.0,620.0,47.436165,-0.103845,0.82,1265000.0,226.17834089957444,204.33,370.96774193548384
207,29/04/2022,Vente,171500.0,0,1,87.0,4.0,1282.0,47.304055,-0.921553,0.3,943250.0,159.92386724543888,59.26,133.77535101404055
208,29/04/2022,Vente,171500.0,0,1,87.0,4.0,487.0,47.304055,-0.921553,0.3,943250.0,159.92386724543888,59.26,352.1560574948665
209,06/04/2022,Vente,135000.0,0,1,85.0,3.0,500.0,47.390831,-0.044134,0.85,742500.0,88.11075664604536,204.33,270.0
210,06/04/2022,Vente,135000.0,0,1,85.0,3.0,533.0,47.390831,-0.044134,0.85,742500.0,88.11075664604536,204.33,253.28330206378988
211,22/04/2022,Vente,127000.0,0,1,90.0,4.0,127.0,47.208528,-0.724815,0.7,698500.0,21.125528322857402,88.97,1000.0
212,02/05/2022,Vente,169500.0,0,1,82.0,3.0,130.0,47.422823,-0.592836,0.67,932250.0,92.13259009474201,52.03,1303.8461538461538
213,29/04/2022,Vente,195000.0,0,1,99.0,5.0,992.0,47.244207,-0.963671,0.65,1072500.0,213.53933871553184,59.26,196.57258064516128
214,08/04/2022,Vente,161500.0,0,1,85.0,5.0,331.0,47.257617,-1.048337,0.7,888250.0,30.168525711513947,59.26,487.9154078549849
215,29/04/2022,Vente,218000.0,0,1,115.0,5.0,285.0,47.60026,-0.832411,0.82,1199000.0,64.6257346750574,41.84,764.9122807017544
216,13/04/2022,Vente,253000.0,0,1,73.0,4.0,336.0,47.426994,-0.551083,0.72,1391500.0,75.20353869108827,52.03,752.9761904761905
217,28/04/2022,Vente,70000.0,0,1,62.0,3.0,380.0,47.303334,-1.081082,0.64,385000.0,175.45688141655188,59.26,184.21052631578948
218,19/04/2022,Vente,233200.0,0,1,125.0,6.0,490.0,47.173324,-0.061901,0.84,1282600.0,230.7366287331177,120.09,475.9183673469388
219,29/04/2022,Vente,86000.0,0,1,70.0,3.0,94.0,47.146654,-0.53617,0.81,473000.0,9.85840902966257,22.31,914.8936170212766
220,20/04/2022,Vente,280000.0,0,1,133.0,5.0,436.0,47.529525,-0.745716,0.83,1540000.0,105.93590160699262,28.99,642.2018348623853
221,11/04/2022,Vente,610000.0,0,1,287.0,7.0,423.0,47.424003,-0.608003,0.55,3355000.0,50.02276493179235,61.12,1442.080378250591
222,21/04/2022,Vente,170000.0,0,3,768.0,0.0,11000.0,47.514884,-0.76056,0.58,935000.0,107.4824480071614,28.99,15.454545454545455
223,21/04/2022,Vente,170000.0,0,3,768.0,0.0,2220.0,47.514884,-0.76056,0.58,935000.0,107.4824480071614,28.99,76.57657657657657
224,27/04/2022,Vente,110000.0,0,1,106.0,5.0,437.0,47.757056,-0.493768,0.75,605000.0,269.2482029553409,69.03,251.7162471395881
225,14/04/2022,Vente,207500.0,0,1,101.0,5.0,699.0,47.207279,-0.710697,0.71,1141250.0,80.60217400470124,88.97,296.85264663805435
226,04/05/2022,Vente,35000.0,0,1,81.0,2.0,251.0,47.221849,-1.043277,0.64,192500.0,101.13973294235745,59.26,139.4422310756972
227,28/04/2022,Vente,322000.0,0,1,100.0,6.0,253.0,47.447759,-0.51835,0.77,1771000.0,38.950926090432496,52.03,1272.7272727272727
228,22/04/2022,Vente,560000.0,0,1,163.0,6.0,831.0,47.513157,-0.602006,0.77,3080000.0,47.66411538296658,45.26,673.8868832731648
229,29/04/2022,Vente,200000.0,0,3,475.0,0.0,1676.0,47.500064,-0.803653,0.75,1100000.0,23.050962368580524,28.99,119.33174224343675
230,29/04/2022,Vente,313850.0,0,1,94.0,5.0,874.0,47.586737,-0.495422,0.71,1726175.0,74.78356826380214,74.72,359.09610983981696
231,28/04/2022,Vente,160000.0,0,1,52.0,2.0,411.0,47.556111,-0.393096,0.78,880000.0,95.00237814497922,103.91,389.29440389294405
232,05/05/2022,Vente,95000.0,0,1,38.0,2.0,155.0,47.555662,-0.234313,0.74,522500.0,31.27113482602302,103.91,612.9032258064516
233,05/05/2022,Vente,95000.0,0,1,195.0,7.0,491.0,47.555489,-0.234557,0.74,522500.0,31.898302448772995,103.91,193.4826883910387
234,27/04/2022,Vente,130000.0,0,1,71.0,3.0,328.0,47.577663,-0.356162,0.83,715000.0,40.50929046578182,103.91,396.3414634146341
235,11/05/2022,Vente,120000.0,0,1,63.0,4.0,100.0,47.68044,-0.488187,0.68,660000.0,22.610639385448106,69.03,1200.0
236,10/05/2022,Vente,340000.0,0,1,94.0,5.0,583.0,47.624403,-0.720301,0.84,1870000.0,22.969373149334206,41.84,583.1903945111492
237,12/05/2022,Vente,75010.0,0,1,80.0,2.0,82.0,47.376958,-0.104193,0.74,412555.0,25.240493294574886,204.33,914.7560975609756
238,09/05/2022,Vente,130500.0,0,1,130.0,6.0,92.0,47.138029,-0.155585,0.67,717750.0,38.45316440347934,120.09,1418.4782608695652
239,26/04/2022,Vente,480000.0,0,1,80.0,3.0,101.0,47.515963,-0.474108,0.46,2640000.0,50.311595400527516,69.78,4752.475247524752
240,16/05/2022,Vente,159000.0,0,1,59.0,3.0,129.0,47.626802,-0.715051,0.85,874500.0,5.373449972368451,41.84,1232.5581395348838
241,16/05/2022,Vente,159000.0,0,3,33.0,0.0,28.0,47.626802,-0.715051,0.85,874500.0,5.373449972368451,41.84,5678.571428571428
242,04/05/2022,Vente,348200.0,0,1,65.0,4.0,208.0,47.480379,-0.538757,0.83,1915100.0,21.471017956005326,24.31,1674.0384615384614
243,29/04/2022,Vente,278000.0,0,1,90.0,2.0,487.0,47.613055,-0.468753,0.81,1529000.0,36.11878930980976,74.72,570.8418891170431
244,12/05/2022,Vente,285000.0,0,1,80.0,3.0,261.0,47.505196,-0.606469,0.54,1567500.0,64.74266447559164,45.26,1091.9540229885058
245,29/04/2022,Vente,186000.0,0,1,76.0,2.0,355.0,47.521106,-0.888011,0.82,1023000.0,20.973254082730893,28.99,523.943661971831
246,06/05/2022,Vente,125000.0,0,3,480.0,0.0,1875.0,47.290877,-0.918358,0.64,687500.0,152.10574732729728,59.26,66.66666666666667
247,06/05/2022,Vente,490000.0,0,1,178.0,6.0,322.0,47.40917,-0.619854,0.81,2695000.0,94.7061276477991,61.12,1521.7391304347825
248,05/05/2022,Vente,686219.5,0,2,25.0,1.0,114.0,47.478057,-0.559506,0.69,3774207.25,14.996541449669735,24.31,6019.4692982456145
249,05/05/2022,Vente,686219.5,0,2,50.0,2.0,114.0,47.478057,-0.559506,0.69,3774207.25,14.996541449669735,24.31,6019.4692982456145
250,05/05/2022,Vente,686219.5,0,2,25.0,1.0,114.0,47.478057,-0.559506,0.69,3774207.25,14.996541449669735,24.31,6019.4692982456145
251,05/05/2022,Vente,686219.5,0,2,28.0,1.0,114.0,47.478057,-0.559506,0.69,3774207.25,14.996541449669735,24.31,6019.4692982456145
252,05/05/2022,Vente,445000.0,0,1,110.0,5.0,452.0,47.514711,-0.583344,0.81,2447500.0,32.500562808879494,45.26,984.5132743362832
253,17/05/2022,Vente,140000.0,0,1,95.0,4.0,829.0,47.119546,-0.520614,0.71,770000.0,70.32017556676591,22.31,168.87816646562123
254,16/05/2022,Vente,63000.0,0,1,12.0,1.0,12.0,47.151544,-0.774557,0.57,346500.0,158.4975161199393,88.97,5250.0
255,03/05/2022,Vente,142000.0,0,1,79.0,4.0,541.0,47.216491,-0.720738,0.68,781000.0,27.593570438031268,88.97,262.47689463955635
256,20/05/2022,Vente,105000.0,0,1,74.0,4.0,758.0,47.374119,-0.105745,0.82,577500.0,19.122721302016423,204.33,138.52242744063324
257,13/05/2022,Vente,325000.0,0,1,125.0,5.0,4260.0,47.200937,-0.092647,0.82,1787500.0,136.3169924355999,120.09,76.29107981220658
258,17/05/2022,Vente,120000.0,0,1,72.0,4.0,248.0,47.129112,-0.236114,0.83,660000.0,90.1295236663839,120.09,483.8709677419355
259,11/05/2022,Vente,100000.0,0,1,160.0,6.0,110.0,47.173087,-0.100669,0.82,550000.0,122.4227209915275,120.09,909.0909090909091
260,02/05/2022,Vente,290000.0,0,1,79.0,4.0,283.0,47.43958,-0.528564,0.75,1595000.0,31.684428868679547,52.03,1024.7349823321554
261,06/05/2022,Vente,200010.0,0,1,96.0,5.0,1191.0,47.267716,-1.009411,0.51,1100055.0,76.19145682250534,59.26,167.9345088161209
262,06/05/2022,Vente,200010.0,0,1,96.0,5.0,322.0,47.267716,-1.009411,0.51,1100055.0,76.19145682250534,59.26,621.1490683229814
263,18/05/2022,Vente,80000.0,0,1,70.0,2.0,272.0,47.1952,-0.11616,0.81,440000.0,87.76560281037236,120.09,294.11764705882354
264,05/05/2022,Vente,60000.0,0,1,72.0,3.0,48.0,47.262078,-1.046077,0.7,330000.0,15.692099945318832,59.26,1250.0
265,13/05/2022,Vente,169000.0,0,1,114.0,4.0,364.0,47.411126,-0.866988,0.83,929500.0,127.25080905178686,117.05,464.2857142857143
266,06/05/2022,Vente,205000.0,0,1,97.0,4.0,112.0,47.208258,-0.727305,0.61,1127500.0,15.01232008594213,88.97,1830.357142857143
267,23/05/2022,Vente,68000.0,0,1,50.0,1.0,886.0,47.44791,-0.062716,0.76,374000.0,283.43782917981196,204.33,76.74943566591422
268,13/05/2022,Vente,246750.0,0,1,125.0,4.0,700.0,47.388299,-0.114203,0.8,1357125.0,57.88918809846964,204.33,352.5
269,18/05/2022,Vente,395000.0,0,1,111.0,5.0,218.0,47.482311,-0.514534,0.82,2172500.0,25.922368686322667,24.31,1811.926605504587
270,02/05/2022,Vente,250000.0,0,1,135.0,4.0,597.0,47.457992,-0.794691,0.54,1375000.0,40.57505996063982,42.85,418.7604690117253
271,25/05/2022,Vente,490000.0,0,2,25.0,2.0,54.0,47.475404,-0.562719,0.7,2695000.0,8.92992892239128,24.31,9074.074074074075
272,25/05/2022,Vente,490000.0,0,2,30.0,2.0,54.0,47.475404,-0.562719,0.7,2695000.0,8.92992892239128,24.31,9074.074074074075
273,25/05/2022,Vente,490000.0,0,2,25.0,1.0,54.0,47.475404,-0.562719,0.7,2695000.0,8.92992892239128,24.31,9074.074074074075
274,25/05/2022,Vente,490000.0,0,2,30.0,2.0,41.0,47.475561,-0.562602,0.79,2695000.0,8.827907176244524,24.31,11951.219512195123
275,25/05/2022,Vente,490000.0,0,3,33.0,0.0,41.0,47.475561,-0.562602,0.79,2695000.0,8.827907176244524,24.31,11951.219512195123
276,25/05/2022,Vente,490000.0,0,2,30.0,2.0,41.0,47.475561,-0.562602,0.79,2695000.0,8.827907176244524,24.31,11951.219512195123
277,03/05/2022,Vente,185000.0,0,1,80.0,4.0,700.0,47.464968,-0.891859,0.83,1017500.0,181.0160214223488,28.99,264.2857142857143
278,20/05/2022,Vente,75000.0,0,2,57.0,2.0,355.0,47.138736,-0.154238,0.82,412500.0,40.54567939254801,120.09,211.26760563380282
279,20/05/2022,Vente,75000.0,0,2,69.0,2.0,355.0,47.138736,-0.154238,0.82,412500.0,40.54567939254801,120.09,211.26760563380282
280,10/05/2022,Vente,247800.0,0,1,180.0,7.0,613.0,47.518552,-0.891162,0.59,1362900.0,32.24175926545546,28.99,404.24143556280586
281,13/05/2022,Vente,300000.0,0,1,93.0,5.0,207.0,47.486501,-0.516288,0.83,1650000.0,25.92596229631394,24.31,1449.2753623188405
282,01/06/2022,Vente,1300000.0,0,3,600.0,0.0,2556.0,47.472806,-0.618151,0.81,7150000.0,52.1749173407325,25.12,508.6071987480438
283,06/05/2022,Vente,269000.0,0,1,95.0,3.0,1930.0,47.51699,-0.863362,0.57,1479500.0,49.193366973105874,28.99,139.3782383419689
284,06/05/2022,Vente,269000.0,0,1,95.0,3.0,2109.0,47.51699,-0.863362,0.57,1479500.0,49.193366973105874,28.99,127.54860123281176
285,06/05/2022,Vente,269000.0,0,1,95.0,3.0,1691.0,47.51699,-0.863362,0.57,1479500.0,49.193366973105874,28.99,159.07746895328208
286,20/05/2022,Vente,165000.0,0,1,82.0,4.0,268.0,47.729607,-0.51918,0.78,907500.0,181.51951011069465,69.03,615.6716417910447
287,30/05/2022,Vente,170000.0,0,1,90.0,3.0,355.0,47.603628,-0.468803,0.58,935000.0,59.20449713471459,74.72,478.8732394366197
288,20/05/2022,Vente,270000.0,0,3,400.0,0.0,4286.0,47.279197,-1.029604,0.69,1485000.0,68.11655819605764,59.26,62.99580027998133
289,24/05/2022,Vente,285000.0,0,1,97.0,5.0,205.0,47.443093,-0.61482,0.83,1567500.0,27.235096016601542,61.12,1390.2439024390244
290,10/05/2022,Vente,900000.0,0,1,190.0,6.0,349.0,47.466159,-0.552099,0.79,4950000.0,35.61511008450187,24.31,2578.7965616045844
291,20/05/2022,Vente,1175000.0,0,1,235.0,7.0,1254.0,47.486286,-0.59359,0.62,6462500.0,35.692692052498394,45.26,937.0015948963318
292,20/05/2022,Vente,1175000.0,0,1,235.0,7.0,576.0,47.486286,-0.59359,0.62,6462500.0,35.692692052498394,45.26,2039.9305555555557
293,31/05/2022,Vente,322000.0,0,1,103.0,5.0,436.0,47.442369,-0.61233,0.84,1771000.0,24.07653353419822,61.12,738.5321100917431
294,01/06/2022,Vente,139442.0,0,1,95.0,5.0,771.0,47.523817,-0.211549,0.8,766931.0,109.96947027403297,103.91,180.8586251621271
295,16/05/2022,Vente,390000.0,0,1,158.0,7.0,573.0,47.427568,-0.606387,0.82,2145000.0,44.715408549199516,61.12,680.6282722513089
296,01/06/2022,Vente,290000.0,0,1,92.0,5.0,230.0,47.487263,-0.559606,0.82,1595000.0,28.806212639957728,24.31,1260.8695652173913
297,23/05/2022,Vente,344000.0,0,1,96.0,4.0,418.0,47.485105,-0.521153,0.75,1892000.0,26.037500507413935,24.31,822.9665071770335
298,17/05/2022,Vente,92000.0,0,1,60.0,2.0,1065.0,47.171871,-0.467431,0.59,506000.0,176.39839958939982,22.31,86.3849765258216
299,24/05/2022,Vente,448500.0,0,1,147.0,7.0,350.0,47.438838,-0.487377,0.75,2466750.0,37.48530140091354,52.03,1281.4285714285713
300,03/06/2022,Vente,730000.0,0,1,150.0,5.0,249.0,47.437806,-0.524492,0.82,4015000.0,27.591190962426897,52.03,2931.726907630522
301,03/06/2022,Vente,226900.0,0,1,96.0,5.0,276.0,47.481851,-0.513738,0.82,1247950.0,29.381335979111416,24.31,822.1014492753624
302,10/06/2022,Vente,1680000.0,0,3,2296.0,0.0,5400.0,47.234291,-0.717502,0.71,9240000.0,92.2412125365315,88.97,311.1111111111111
303,10/06/2022,Vente,1680000.0,0,3,1159.0,0.0,2440.0,47.233408,-0.71927,0.64,9240000.0,86.11104609947782,88.97,688.5245901639345
304,09/06/2022,Vente,130000.0,0,1,65.0,3.0,1741.0,47.708919,-0.564889,0.55,715000.0,225.28415218342903,69.03,74.66973004020677
305,25/05/2022,Vente,516000.0,0,1,110.0,3.0,449.0,47.485198,-0.581499,0.82,2838000.0,23.215514196056112,24.31,1149.2204899777282
306,25/05/2022,Vente,280000.0,0,2,50.0,2.0,188.0,47.466537,-0.558362,0.77,1540000.0,30.5734107005121,24.31,1489.3617021276596
307,23/05/2022,Vente,195000.0,0,1,163.0,5.0,8289.0,47.202495,-0.795166,0.54,1072500.0,168.1130205664063,88.97,23.525153818313427
308,23/05/2022,Vente,195000.0,0,1,28.0,1.0,8289.0,47.202495,-0.795166,0.54,1072500.0,168.1130205664063,88.97,23.525153818313427
309,18/05/2022,Vente,200000.0,0,1,74.0,3.0,442.0,47.456736,-0.798819,0.82,1100000.0,40.08442911787782,42.85,452.4886877828054
310,30/05/2022,Vente,200000.0,0,1,100.0,4.0,529.0,47.603628,-0.468803,0.64,1100000.0,59.20449713471459,74.72,378.0718336483932
311,01/06/2022,Vente,106500.0,0,1,54.0,3.0,107.0,47.555134,-0.232407,0.74,585750.0,31.51993520835248,103.91,995.3271028037383
312,10/06/2022,Vente,343000.0,0,1,122.0,7.0,451.0,47.424982,-0.611538,0.79,1886500.0,53.84808358974418,61.12,760.5321507760532
313,10/06/2022,Vente,485000.0,0,1,166.0,8.0,753.0,47.580974,-0.388921,0.51,2667500.0,129.17222851632573,103.91,644.0903054448871
314,10/06/2022,Vente,485000.0,0,1,166.0,8.0,1500.0,47.580974,-0.388921,0.51,2667500.0,129.17222851632573,103.91,323.3333333333333
315,30/05/2022,Vente,230000.0,0,1,92.0,4.0,416.0,47.404724,-0.927546,0.82,1265000.0,115.75940182232232,117.05,552.8846153846154
316,17/05/2022,Vente,312000.0,0,1,119.0,4.0,72.0,47.470159,-0.557776,0.77,1716000.0,31.24851564982426,24.31,4333.333333333333
317,30/05/2022,Vente,330000.0,0,3,229.0,0.0,274.0,47.505233,-0.58792,0.78,1815000.0,20.374218444740887,45.26,1204.3795620437957
318,30/05/2022,Vente,330000.0,0,1,129.0,6.0,274.0,47.505233,-0.58792,0.78,1815000.0,20.374218444740887,45.26,1204.3795620437957
319,03/06/2022,Vente,160000.0,0,1,80.0,3.0,112.0,47.629441,-0.714711,0.81,880000.0,8.725446085110738,41.84,1428.5714285714287
320,09/06/2022,Vente,30000.0,0,3,730.0,0.0,2970.0,47.516968,-0.609596,0.8,165000.0,52.6723825199595,45.26,10.1010101010101
321,18/05/2022,Vente,20000.0,0,1,30.0,1.0,151.0,47.156983,-0.024969,0.8,110000.0,333.3548885253652,120.09,132.4503311258278
322,10/06/2022,Vente,205000.0,0,1,69.0,3.0,682.0,47.364452,-0.035967,0.78,1127500.0,128.01174368813943,204.33,300.5865102639296
323,14/06/2022,Vente,600000.0,0,1,130.0,6.0,112.0,47.47224,-0.536155,0.79,3300000.0,15.821466176941538,24.31,5357.142857142857
324,23/05/2022,Vente,273000.0,0,1,89.0,5.0,1250.0,47.536996,-0.425849,0.78,1501500.0,57.16786094233863,103.91,218.4
325,23/05/2022,Vente,273000.0,0,1,89.0,5.0,700.0,47.536996,-0.425849,0.78,1501500.0,57.16786094233863,103.91,390.0
326,18/05/2022,Vente,420000.0,0,3,94.0,0.0,50.0,47.472578,-0.551897,0.64,2310000.0,7.739129273586698,24.31,8400.0
327,07/06/2022,Vente,453650.0,0,1,137.0,5.0,517.0,47.496609,-0.592015,0.73,2495075.0,41.94564146921989,45.26,877.4661508704062
328,18/05/2022,Vente,200000.0,0,1,87.0,5.0,174.0,47.437363,-0.525131,0.76,1100000.0,27.967380465174156,52.03,1149.4252873563219
329,15/06/2022,Vente,300000.0,0,1,103.0,5.0,700.0,47.592349,-0.454682,0.79,1650000.0,66.801277599649,103.91,428.57142857142856
330,15/06/2022,Vente,300000.0,0,1,103.0,5.0,4000.0,47.592349,-0.454682,0.79,1650000.0,66.801277599649,103.91,75.0
331,24/05/2022,Vente,275000.0,0,1,146.0,7.0,952.0,47.456938,-0.795166,0.78,1512500.0,40.129811007087405,42.85,288.8655462184874
332,24/05/2022,Vente,30000.0,0,1,40.0,2.0,382.0,47.225139,-1.05859,0.63,165000.0,142.11257046047822,59.26,78.53403141361257
333,09/06/2022,Vente,130000.0,0,1,118.0,4.0,52.0,47.555717,-0.804859,0.73,715000.0,31.82123076739846,41.84,2500.0
334,24/05/2022,Vente,305000.0,0,1,99.0,4.0,644.0,47.408548,-0.766922,0.84,1677500.0,30.48817948716124,42.85,473.6024844720497
335,31/05/2022,Vente,225000.0,0,1,116.0,6.0,953.0,47.151044,-0.736408,0.69,1237500.0,199.61822372946617,88.97,236.09653725078698
336,17/06/2022,Vente,142500.0,0,1,87.0,5.0,423.0,47.40766,-0.92769,0.84,783750.0,123.82928445815917,117.05,336.87943262411346
337,30/05/2022,Vente,495000.0,0,1,214.0,6.0,1000.0,47.606602,-0.401048,0.75,2722500.0,150.83302654763744,103.91,495.0
338,30/05/2022,Vente,495000.0,0,1,214.0,6.0,500.0,47.606602,-0.401048,0.75,2722500.0,150.83302654763744,103.91,990.0
339,09/06/2022,Vente,175500.0,0,3,950.0,0.0,9000.0,47.290201,-0.909542,0.53,965250.0,157.2942536738259,59.26,19.5
340,03/06/2022,Vente,35000.0,0,1,56.0,2.0,240.0,47.200091,-0.427679,0.66,192500.0,118.07945700147593,22.31,145.83333333333334
341,03/06/2022,Vente,450000.0,0,1,125.0,4.0,365.0,47.473181,-0.545766,0.46,2475000.0,22.64451463437127,24.31,1232.876712328767
342,08/06/2022,Vente,110000.0,0,3,200.0,0.0,99.0,47.215512,-0.722676,0.71,605000.0,27.801024198559183,88.97,1111.111111111111
343,02/06/2022,Vente,225000.0,0,1,294.0,6.0,361.0,47.131833,-0.152827,0.81,1237500.0,29.592181136250748,120.09,623.2686980609418
344,02/06/2022,Vente,167300.0,0,1,141.0,5.0,537.0,47.378126,-0.097107,0.75,920150.0,45.41196898999103,204.33,311.54562383612665
345,02/06/2022,Vente,167300.0,0,1,141.0,5.0,889.0,47.378126,-0.097107,0.75,920150.0,45.41196898999103,204.33,188.18897637795277
346,15/06/2022,Vente,193050.0,0,1,92.0,5.0,31.0,47.489854,-0.578158,0.81,1061775.0,34.73328323560458,24.31,6227.419354838709
347,02/06/2022,Vente,253500.0,0,1,180.0,7.0,1315.0,47.578379,-0.322341,0.42,1394250.0,115.37393759700102,103.91,192.77566539923956
348,03/06/2022,Vente,55000.0,0,1,50.0,3.0,247.0,47.610499,-0.309581,0.72,302500.0,126.33296126850234,103.91,222.67206477732793
349,17/06/2022,Vente,252000.0,0,1,81.0,2.0,700.0,47.564982,-0.785569,0.67,1386000.0,114.39160759505945,41.84,360.0
350,17/06/2022,Vente,252000.0,0,1,81.0,2.0,500.0,47.564982,-0.785569,0.67,1386000.0,114.39160759505945,41.84,504.0
351,03/06/2022,Vente,326000.0,0,1,95.0,5.0,465.0,47.42558,-0.554201,0.76,1793000.0,70.05257014561187,52.03,701.0752688172043
352,17/06/2022,Vente,175000.0,0,1,109.0,4.0,578.0,47.141536,-0.537142,0.82,962500.0,19.197144731697836,22.31,302.7681660899654
353,01/06/2022,Vente,256000.0,0,1,80.0,4.0,1788.0,47.372934,-0.694024,0.82,1408000.0,89.85602411669976,42.85,143.17673378076063
354,01/06/2022,Vente,256000.0,0,1,80.0,4.0,600.0,47.372934,-0.694024,0.82,1408000.0,89.85602411669976,42.85,426.6666666666667
355,03/06/2022,Vente,162300.0,0,1,86.0,4.0,708.0,47.136179,-0.538411,0.82,892650.0,45.34956870085959,22.31,229.23728813559322
356,16/06/2022,Vente,219392.0,0,1,94.0,4.0,962.0,47.598374,-0.837123,0.81,1206656.0,77.04884779786941,41.84,228.05821205821206
357,03/06/2022,Vente,127881.0,0,1,84.0,4.0,416.0,47.579841,-0.256909,0.83,703345.5,135.4308622802412,103.91,307.40625
358,21/06/2022,Vente,288000.0,0,1,109.0,6.0,327.0,47.484677,-0.530002,0.8,1584000.0,28.39902630004144,24.31,880.7339449541284
359,22/06/2022,Vente,420000.0,0,1,155.0,4.0,640.0,47.605524,-0.68312,0.8,2310000.0,157.61914693984394,41.84,656.25
360,22/06/2022,Vente,420000.0,0,1,155.0,4.0,1120.0,47.605524,-0.68312,0.8,2310000.0,157.61914693984394,41.84,375.0
361,03/06/2022,Vente,120000.0,0,1,68.0,4.0,177.0,47.376906,-0.109563,0.66,660000.0,20.250453402309002,204.33,677.9661016949152
362,15/06/2022,Vente,85000.0,0,1,55.0,4.0,48.0,47.206258,-0.727537,0.7,467500.0,19.433388577359242,88.97,1770.8333333333333
363,22/06/2022,Vente,85000.0,0,3,150.0,0.0,235.0,47.680601,-0.487647,0.67,467500.0,22.94798402601111,69.03,361.70212765957444
364,20/06/2022,Vente,140000.0,0,1,94.0,4.0,500.0,47.379057,-0.087626,0.7,770000.0,79.68344520356567,204.33,280.0
